Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_1_A50414_RD1_1_10360.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_2_A50418_RD5_1_10374.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_3_A50422_RD9_1_10382.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_4_A50426_RD13_1_10390.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_5_A50430_RD17_1_10398.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_1_A50417_RD4_1_10372.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_2_A50421_RD8_1_10380.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_3_A50425_RD12_1_10388.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_4_A50429_RD16_1_10396.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_5_A50433_RD20_1_10404.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_1_A50415_RD2_1_10368.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_2_A50419_RD6_1_10376.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_3_A50423_RD10_1_10384.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_4_A50427_RD14_1_10392.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_5_A50431_RD18_1_10400.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_1_A50416_RD3_1_10370.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_2_A50420_RD7_1_10378.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_3_A50424_RD11_1_10386.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_4_A50428_RD15_1_10394.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_5_A50432_RD19_1_10402.d
Q9UEY8	ADDG_HUMAN	ADD3		26290.6	25911.8	27617.6	30755.6	30729.9	30608.2	26098.9	29799.6	23153.6	27601.9	24031.9	26572.2	26591.2	26840.3	25096.3	20207.5	22431.6	32967.2	22841.6	18603.4
Q9UF56	FXL17_HUMAN	FBXL17		3636.65		1967.05						2090.17	1452.8		3330.84		2173.56				2081.43		2643.08
Q9UF83	YM012_HUMAN			28055.2	18059.8	24957.2	28113.2	23632.7	38170.5	35957.3	23056.5	28175.6	32624.1	40000.6	30845.3	40557.6	35591.1	19073.8	14550.4	22612.8		17207.6	20803.7
Q9UFB7;Q9Y2D9	ZBT47_HUMAN;ZN652_HUMAN	ZBTB47;ZNF652		16652.7	21801.6	24973.6	20910.2	21155.4	21359.4	20621.2	18469.1	13405.7	15477.7	16999.5	22249.4	20346.4	17749.5	18845.5	25272	22566.1	22713.6	22671.9	24085
Q9UFC0	LRWD1_HUMAN	LRWD1		72344.8	71920.9	76779	75964.1	75483.9	83629.2	83500.6	69805	73236.5	76368.4	76621	80315.4	81148	77303	77281.4	70190.6	73589.4	76209.4	70207	76321.9
Q9UFD9	RIM3A_HUMAN	RIMBP3		13397.1	22956.2	24781.6	14671.4	19502.5	10937.7		13353.5	18331.8	8039.15	20640.2	21624.3		10756.9	17801.1	11769.7	6032.93			9273.38
Q9UFF9	CNOT8_HUMAN	CNOT8		78864.2	49109.7	68542.9	72245	73029.1	70397.7	55010.2	74621	76257.8	64647.6	58596.7	66820.7	63374.5	41381.5	58427.9	57451.8	54084.1	52530.5	46499.4	65035.9
Q9UFG5	CS025_HUMAN	C19orf25		8180.56	4885.64	6272.44	7757.53	8832.05		11550	12122.7	5327.77	7663.42	7682.86	5849.67	6491.1		3970				15270.4	8078.57
Q9UFN0	NPS3A_HUMAN	NIPSNAP3A		329285	333763	330735	339568	343049	353579	397286	332729	336935	388901	354373	301122	323292	239534	302108	340242	489028	462403	496706	440036
Q9UFW8	CGBP1_HUMAN	CGGBP1		111407	83862	67697.1	102820	98036.8	124772	101235	112701	72688.4	88368.4	76184.7	93186.3	81356.6	116541	72100.6	72608.8	93152.2	68656.8	75089.8	101675
Q9UG01	IF172_HUMAN	IFT172		17318.4	15802.7	14890.8	17068.1	15042.6	25300.6	16524.6	15658.1	20194.8	14208.7	14351.9	17342.8	15539.1	15973.7	14136.5	17617	14495.8	7952.07	9375.52	13101.1
Q9UG22	GIMA2_HUMAN	GIMAP2		17098.8	18276.7	19699.5	23583	31649.3	19709	19287.2	29050.3	23388.9	22782.7	24646.6	18121	14617.3	23857.8	30079	23540	23633.9	36133.2	24178.9	32040.1
Q9UG56	PISD_HUMAN	PISD		17397.5	17295.4	14300.6	14457.2	21408.5	16640.6	16479.3	17030.9	15686	11668.4	19567.9	15062.5	18839.7	16181.1	17047.9	20190.6	13843.1	14243.3	14030	16026.4
Q9UG63	ABCF2_HUMAN	ABCF2		297111	220960	227589	222055	254318	240936	227318	242168	245355	249349	262456	259856	236842	202955	249061	237056	203723	223891	201322	233746
Q9UGC7	RF1ML_HUMAN	MTRF1L		14924.9	13996.4	16600.7	19939.8	20047.6	24338.1	18308.9	18016.6	12417.7	15403	15001.8	16970.6	14379.1	21472.7	14259.6	24794.6	17452.1	24650.8	17559.4	21564.6
Q9UGH3	S23A2_HUMAN	SLC23A2		6818.49	13792.6	14569.7	7443.61	11679.3	13434.9	8758.87	8224.48	12312.1	12006.3	9629.09	8990.81	9987.57	11055.1	13345.3	19767.5	15411.8	16160.4	10170.9	11044
Q9UGI8	TES_HUMAN	TES		157425	163728	164554	182443	181839	142086	152735	183510	153629	157482	144691	167720	179204	152102	157937	103557	116344	113702	88338.3	132374
Q9UGJ0	AAKG2_HUMAN	PRKAG2			22698.3	21067.5	21590	22199.6		10564.8	20927.7	17416.9		18881.6		18122.4		24762.1		16034	20389.6		17524.9
Q9UGJ1	GCP4_HUMAN	TUBGCP4		116913	82291.2	82345.6	89700.3	96796.4	102202	79815.9	82037	69372.1	75916.3	78654.2	105547	88607.5	113579	69187.9	63672.9	60120.7	56773	69874.8	85155.6
Q9UGK8	SRGEF_HUMAN	SERGEF		20058.4	20044.9	20500.6	12816.8	22376.9	10866.5	10994.4	21140.6	13373	12987.6	25129.6	16031.7	10125.2	9635.48	17502.8	10071.1	8117.84	9536.4		15242.6
Q9UGL1	KDM5B_HUMAN	KDM5B		12370.9	10761.1	15357.6	14392.6	13632.3	14347.6	14092.1	11599.1	13935.4	16933.2	10514.5	13112	15427.1	20388.9	9225.79	13152.9	19566	19449.5	19967.2	28170.8
Q9UGM6	SYWM_HUMAN	WARS2		31985.2	43834	38378	48102.1	33534	54211.9	51940	43664.5	52891.9	52988.4	46333.6	53629.4	57154.1	49065.3	51701.1	71500.5	65830.9	74304.5	73223.7	49589.1
Q9UGN4	CLM8_HUMAN	CD300A		36421.1	82301.7	80532.9	71763.6	87117.2	32028.5	68769	80888	70412.9	68877.6	43251.2	75650.8	55162.2	55855	84833.5	35679.9	84182.3	102845	72863.8	73066.4
Q9UGN5	PARP2_HUMAN	PARP2		40216.3	37258.1	33684.7	33745.6	32173.5	37454.5	34641.6	33379.3	36590.4	41021.8	35544.5	40098.6	31479.8	30217.6	29192.2	54347.2	37976.4	36074.5	39509	46030.4
Q9UGP4	LIMD1_HUMAN	LIMD1		61506.9	77602.2	81592.9	101993	118631	67129.7	91048.1	109394	96181	87151.3	68843.3	108703	115589	81203.8	104037	102167	104741	101714	54671.2	99656.5
Q9UGP8	SEC63_HUMAN	SEC63		311337	360614	320460	415448	392139	422181	391981	333149	316733	355151	378890	395572	356145	382668	335725	338773	517122	534388	603378	556155
Q9UGQ3	GTR6_HUMAN	SLC2A6		19499.9	23694.6	23607.4	20781.8	23239.5	21746.5	29799.7	29539.9	28048.1	21762.8	57179.9	58184.1	49385.4	53318	58120.3	25638.5	37133.4	36214.3	44512	35987.8
Q9UGR2	Z3H7B_HUMAN	ZC3H7B		52811.3	51932.7	47359.1	43026.8	49716.4	57491.5	51495.4	46251.3	54666.4	57244	53882	51777.2	45012.6	54850.1	49900	53656.7	46555.9	41532.9	48195	45628.2
Q9UGU0	TCF20_HUMAN	TCF20		50224.9	52166	51505.5	46543.7	49585.9	48247.3	52993	52129	52938.5	51034.7	50929.6	50129.4	47232.9	49742.4	53438.9	65481.8	56747.7	61146.6	55826.1	50400.9
Q9UGU5	HMGX4_HUMAN	HMGXB4		14446	20564.7	25023.7	17734.6	21017.3	18942.7	18653.8	24315.7	15113.2	18413.8	18706.1	22434.3	17075.3	17874.9	15695.5	17890.9	22243.2	15869.5	18080.7	14320
Q9UGV2	NDRG3_HUMAN	NDRG3		103812	67724.4	76452.9	95449.8	92372.6	80815.9	59823.9	102206	56346.8	68553.1	90603.3	87129	83914.9	50071.6	69281.8	56168.3	60939.8	68240.8	56202.3	71064.1
Q9UGY1	NOL12_HUMAN	NOL12		33676.8	31781.3	29158.7	29419.5	26471.7	56522.6	42697.7	32428.8	44975.7	37599.8	20921.9	29179	20836.9	46419.8	27303.1	47860.5	44074.5	39427.8	25925.1	26628.9
Q9UH03	SEPT3_HUMAN	SEPTIN3		50948.1	40432	49003	43998.9	44055.1	41119.2	39622.9	39890.1	41912.9	46057.5	36227.3	49599.9	36348.5	45312	37545.9	29475.9	28218.9	23566.1	24637.3	29342.3
Q9UH17	ABC3B_HUMAN	APOBEC3B		87878.8	85254.4	93789.1	89784	94763.1	69469	69131.1	90692.7	64635.1	66966.1	103198	82715.5	73366.4	52474.4	100770	100013	109200	116785	106565	113447
Q9UH62	ARMX3_HUMAN	ARMCX3		74879.3	64922.6	72563.8	78820.6	75176.2	72005.5	75457.1	73403.9	77930.7	72847	72239.3	86151.3	73737	89143.8	77347.1	87266.4	95012.7	92622.4	93566.1	100444
Q9UH65	SWP70_HUMAN	SWAP70		212352	189351	211050	218198	214520	209592	227602	201920	239817	229075	179297	218957	215762	184233	210819	164509	171014	167535	156663	159461
Q9UH92	MLX_HUMAN	MLX		14058.4	14868	14656.3	11994.5	15349.8	10073.5	11516.5	16777.9	14496.1	7119.29	15615.1	15224.4	11427.9	9365.99	18263.3	10912.9	8259.66	8496.78		10106.3
Q9UH99	SUN2_HUMAN	SUN2		594456	698532	682381	702116	784859	504741	646794	748687	685213	626733	619729	711790	676292	550547	721451	829601	932409	1.08195e+06	1.31678e+06	1.1395e+06
Q9UHA3	RLP24_HUMAN	RSL24D1		72146.8	87769.3	95900	48979.4	32599.8	133502	144581	43964.4	127067	130281	95337.4	47659.1	60465.1	132266	106476	218484	238133	214586	249329	80825
Q9UHA4	LTOR3_HUMAN	LAMTOR3		321054	332035	342077	347104	350953	295238	278798	398125	313176	312976	341150	307560	263388	287473	351969	360106	380663	407188	364514	367375
Q9UHB4	NDOR1_HUMAN	NDOR1		58942.6	54334.8	49774.4	54447.4	49096.8	65280.4	68581.4	51134.6	64167.7	61589.5	61497.8	54288.8	61018	58506	48078.7	61498.9	51387.2	52419.9	39471.8	45965.8
Q9UHB6	LIMA1_HUMAN	LIMA1		175824	212754	210595	145099	123115	159684	170522	140165	194454	194051	169627	179644	174715	246193	178319	175070	171259	172962	146044	140601
Q9UHB7	AFF4_HUMAN	AFF4		25919.2	25865.5	26436.4	22567.6	19449.4	27979.9	28509.6	29261.8	30990.9	30276.2	22963.6	25554.7	22485.2	28934.7	23565.2	39518.2	34473.2	39954.9	35744.4	34386.6
Q9UHB9	SRP68_HUMAN	SRP68		456662	471326	483042	467711	463059	473374	507981	440992	497224	498046	415956	471734	468038	450987	442670	324955	368313	357446	337198	400797
Q9UHC1	MLH3_HUMAN	MLH3		10860	8780.22	11109.5	8729.42	7829.49		7481.3	9838.27	7090.06	5015.57	15277	7999.37	10121.7	12105.9	9141.05			8121.75	6630.04	10754.3
Q9UHC7	MKRN1_HUMAN	MKRN1		11488.4		4041.2	10355.9	19010.7			19324.6	4176.15			13238.9	9418.34		8795.67					
Q9UHD1	CHRD1_HUMAN	CHORDC1		646282	661748	647985	591026	683363	705739	555283	645377	616069	587891	645689	614656	557631	531941	588258	407351	409831	398482	386319	510942
Q9UHD2	TBK1_HUMAN	TBK1		87292.3	85420.9	89684.3	89790.5	92795.2	70256.3	68758.2	91728.2	70892.4	74030.9	77880.2	90590.5	83875.4	66488.8	82504.8	59344.9	62188.7	64745.4	66256.5	76170.1
Q9UHD8	SEPT9_HUMAN	SEPTIN9		313243	359501	319113	323078	353000	295887	299646	402411	319329	319510	316707	306581	340068	330872	358389	206921	241225	236658	289068	275213
Q9UHD9	UBQL2_HUMAN	UBQLN2		148563	89460.3	143938	172554	177207	104902	108724	166308	124088	115037	92688.6	141539	153132	121824	121332	54893.1	104856	95891.9	101901	142332
Q9UHF1	EGFL7_HUMAN	EGFL7		95382.8	85371.3	73033.8	66068.2	73318.8	77431.2	68975.2	67691.7	73566.6	69768.9	89682.6	75687.8	62415.5	80791.8	65190.5	100087	123741	121842	89385.9	88800.3
Q9UHF7	TRPS1_HUMAN	TRPS1		25195.2	30031.2	30017.2	27669.2	28002.8	18062.2	21690.8	24243.9	24274.3	22374.4	26078.8	29762.7	27708	24627.8	33660.9	26342.8	26347.6	21224.9	28046.9	26274.2
Q9UHG3	PCYOX_HUMAN	PCYOX1		192788	183511	216132	246473	230412	240349	255986	220705	203458	248967	158813	218870	211678	209826	203087	287069	326127	284744	332590	389508
Q9UHI6	DDX20_HUMAN	DDX20		168530	180159	168537	150909	149934	173985	155753	135083	174805	157076	181822	140914	151596	117161	160690	157437	147954	158105	125994	135264
Q9UHJ3	SMBT1_HUMAN	SFMBT1		21067	23033.1	17524.9	15351.3	26831.4	16466.1		14424.8	5453.23	10732.8	24234.8	20624.2	11325.7	8184.18	17765.1	18453.4	9446.36	8494.03		12681.1
Q9UHJ6	SHPK_HUMAN	SHPK		73367.2	82653.7	70860.8	72686.2	66312	100350	78090.5	77252.5	73470.7	72114.6	76592.5	87932.7	78137.8	44805.6	88263	75101.1	71071	62358.8	50802.8	47291
Q9UHJ9	PGAP2_HUMAN	PGAP2		9113.18	9169.43	10551.6	19023.3	15634	18109.9	11811.1		10490.5	10678.1		9943.98	6480.54	8399.41	10963.3		17910.4	37376.7	21649.6	25462
Q9UHK0	NUFP1_HUMAN	NUFIP1		37894.6	41258.3	36914.2	31580.8	32740.5	20326.3	32842.7	37259.4	28652.1	38847.8	48834.7	31732.6	30980.9	28269.7	40966.9	44097.4	34623	27945.7	26191.8	35493.3
Q9UHK6	AMACR_HUMAN	AMACR		23676.8	26092.9	23247.5	28923.5	34939.1	33855.3	27034.1	39411.6	30081.3	25145.7	21050.2	26865.2	27103.7	30458.4	28037.1	29283.2	33827.4	32633.1	38981	28673.5
Q9UHL4	DPP2_HUMAN	DPP7		1.42082e+06	1.50643e+06	1.64771e+06	2.02913e+06	1.92725e+06	1.98023e+06	1.95668e+06	1.87968e+06	1.72067e+06	1.87857e+06	1.2114e+06	1.76473e+06	1.97661e+06	1.44563e+06	1.52324e+06	1.88772e+06	2.0531e+06	2.28352e+06	2.57964e+06	2.02371e+06
Q9UHN1	DPOG2_HUMAN	POLG2		24486.8	19016	21741.9	20506	20475.6	23772.3	21588.7	21870.6	18275.8	18291	17482.4	18931.1	24104.3	18523.9	22912.7	22543.5	25214.1	25094	21545	24520.2
Q9UHN6	CEIP2_HUMAN	CEMIP2		9049.61			9179.68		8827.59		18406.1	10279.9	9347.2		8161.32			7896.69	13284.1	10218.5	11894.5	9135.03	13858.4
Q9UHP3	UBP25_HUMAN	USP25		45765	43271.7	37646.6	41528.6	41758.3	38682.2	39014.4	52478.3	35735.1	38037.3	47447	41956	37715.6	33240.8	43878.8	32672	38169.1	34148.5	28339.8	30477
Q9UHQ4	BAP29_HUMAN	BCAP29		66537.6	76437	92150	84734.5	84201.9	77605.3	77414.2	77319.9	92872.1	83571.2	70505.6	81096.4	68213.4	90727.6	92499	87567.3	80333.4	101418	78935.9	97706.6
Q9UHQ9	NB5R1_HUMAN	CYB5R1		161718	179071	161291	153390	153564	167999	159358	164266	160938	164944	146600	158083	142675	171545	151868	228365	232293	232084	246532	212585
Q9UHR5	S30BP_HUMAN	SAP30BP		85703.2	62107.2	72177.3	85109.3	83662	59658.7	75341.3	79392.6	85824.5	91205.6	65692.1	88528.6	90105.4	75742.5	61979.3	43091.4	44043.1	48035.8	77120.7	92004.5
Q9UHR6	ZNHI2_HUMAN	ZNHIT2		74704.1	62096.4	71896.7	73794.7	66742.9	76305.9	63233.7	54810.4	59995.8	64672.2	67140.6	74407.9	90947.5	70111.6	62858.9	54056.6	52967.1	44910.7	57341.7	70169.9
Q9UHV7	MED13_HUMAN	MED13		18915.4	18556.2	17832.9	17022.9	20537.5	13146.1	13144.7	18519.9	16015.6	15787.4	21927	15895.7	19442	19545.7	17731.2	20034	17962.4	20703.5	21967.2	23918.4
Q9UHV9	PFD2_HUMAN	PFDN2		432850	178956	282478	314301	311883	574042	464469	423777	375212	435837	256867	377572	478206	541885	313923	268285	379476	246443	421403	418856
Q9UHW5	GPN3_HUMAN	GPN3		26301.7	27765.7	43679.3	46378.4	49359.7	55528.1	42859.5	50111.4	45173.2	51351.1	37405.2	42552.8	44837.2	48685.9	37485.7	30024.7	35662.5	25839.5	27979.4	34580.1
Q9UHW9	S12A6_HUMAN	SLC12A6		26546.9	30919.8	15646	25679.4	26447.2	22500.6	29099.3	30775.6	24754.8	32150.6	31197.4	25703.8	28372.3	29111	28150.8	24092.1	38634.9	25545.2	48830.3	41450.5
Q9UHX1	PUF60_HUMAN	PUF60		681492	824195	858433	616021	563823	803534	752375	684583	898131	806065	937685	670267	605282	651659	753090	792649	719904	742522	703011	645888
Q9UHX3	AGRE2_HUMAN	ADGRE2					2718.52	3600.24			2283.36												3881.89
Q9UHY1	NRBP_HUMAN	NRBP1		121279	108116	106522	103601	122465	149484	115514	131908	107576	109041	115360	151931	128182	117833	125725	107201	184137	114766	97380.3	94695.7
Q9UHY7	ENOPH_HUMAN	ENOPH1		367921	154725	140569	379317	376191	174227	136003	339174	147384	136538	173174	448075	330533	174504	177912	169869	181050	108601	98775	270736
Q9UHY8	FEZ2_HUMAN	FEZ2		20865.4	16758.9	15247.4	22858.5	14621.2	14581.8	20291.3	18668.8	11436.3	9923.11	16305.5			22393.5	14104.9		17010.6		12913.8	15939.7
Q9UI08	EVL_HUMAN	EVL		245255	322717	349282	313926	372041	205350	295456	313791	335042	338442	220251	311304	313904	290155	366602	160553	202288	206536	218015	245388
Q9UI09	NDUAC_HUMAN	NDUFA12		100278	158025	150827	101782	107109	165515	98238	117791	134270	118381	103029	115562	104591	118762	123358	122965	138960	152292	176536	164555
Q9UI10	EI2BD_HUMAN	EIF2B4		237556	249316	235692	232665	242004	217696	224570	208103	246353	238689	227403	240408	227070	211549	251809	141774	174444	190505	193938	173725
Q9UI12	VATH_HUMAN	ATP6V1H		224846	236517	224381	226184	225896	297134	288652	195106	251126	246490	261380	210411	285980	295945	245215	220569	302211	283129	294569	254870
Q9UI14	PRAF1_HUMAN	RABAC1		52834.8	41995.1	39269.1	56581	40185.8	61240.9	56302.6	32756.1	42481.5	51998.2	32209.3	42185.5	53601.9	42687.6	29676.8	38517.1	50428.5	45034.8	50557.4	53799.1
Q9UI15	TAGL3_HUMAN	TAGLN3		32579.9	24646.3	24555.5	26928.5	38965.6	37198.3	36291.4	88751.2	26036.3	55262.5	23268.2	30577.6	26740.2	29454.5	22566.2	469705	21593.2	14727.6	16880	27557.4
Q9UI26	IPO11_HUMAN	IPO11		102189	87799.6	88535.3	88849.5	91894.7	76042.7	68804.6	90307.1	68737	58692.6	89310.7	93721	77655.2	53201.9	86642.7	51903	60302.7	63113.8	45007.3	73022.5
Q9UI30	TR112_HUMAN	TRMT112		368293	386487	450639	302214	349933	305822	329216	404891	519701	399170	381490	335702	304422	349214	421006	281891	328330	299546	161317	258233
Q9UI36	DACH1_HUMAN	DACH1		20644.9	24673.9	28842.7	35062.9	27757.1	33777.1	29032.1	30637.8	25708.4	31630.9	24882.4	28585.4	33773.3	27187.2	24399.9	40423.2	32136.3	32111.9	34255.9	37326.7
Q9UI42	CBPA4_HUMAN	CPA4		6571.94	8428.41	4255.33	5940.64			12271.2				7401.75		12575.8		7902.14		14480.6		16022.5	9407.98
Q9UI43	MRM2_HUMAN	MRM2		29650.5	44389.1	39992.1	38257.6	39666.8	37991.2	40570.2	31192.9	28599.9	28253.3	58993.1	38705.5	37596.7	37364.9	36001.3	36431.1	38606.5	41629.5	42441.3	34814.3
Q9UI95	MD2L2_HUMAN	MAD2L2		26130.8	18082.1	23313.9	26267.8	26841.4	33684.9	26585.8	27213.8	28492.9	24855	30415.8	26711.4	31562.9	32919.3	28805.2		46756	25067.9	27680.3	29345.6
Q9UIA0	CYH4_HUMAN	CYTH4		116966	145902	141769	147435	144543	89118.5	125725	115871	127981	136814	109980	139128	153273	159465	134869	88091.8	138429	132654	130736	116992
Q9UIA9	XPO7_HUMAN	XPO7		203859	227756	227971	223546	221009	222117	209649	219237	240776	218891	211300	199876	197548	182455	233280	161090	178541	186058	137173	173216
Q9UIB8	SLAF5_HUMAN	CD84		75829.2	71420.1	80622.3	101876	90937.7	76843.4	87595.6	90162.9	67955.3	82735.6	71996.1	97248.3	96000.6	85013.8	79106.3	66808.7	76858	85702.6	65818.4	75296.6
Q9UIC8	LCMT1_HUMAN	LCMT1		29677.7	22499.2	25062.8	32124.1	35289.8	23949.5	20997.7	30946.5	25661.5	26891.8	26102.9	24941.3	22546.4	18671.2	27372.6	19613.9	19249.8	13304	15638	20235.4
Q9UID3	VPS51_HUMAN	VPS51		53328.4	56662.5	58629.4	57784.4	53134	55263.5	56683.6	60995.9	60903.6	56314.4	68084.2	59415.5	63603.8	59224	71908.5	48745.4	48246.3	49325.2	41787.6	44780.2
Q9UID6	ZN639_HUMAN	ZNF639		11990.8	9941.08	10460.3	14123.5	9693.99	9423.66	13481.2	7091.29	7350.48	13340.5	10330.3	12651.9	12680.7	14348.6		8290.45	11115.7	12070.8	14706.9	15132.3
Q9UIF7	MUTYH_HUMAN	MUTYH		11197	10796.1	13155.3	10810.1	10891	14542.7	9247.62	10092.8	9997.15	13157.6	9206.02	9798.94	8104.35	9299.28	10814.2	12380.9	14336.8	14414.6	13991.3	14324.8
Q9UIF9	BAZ2A_HUMAN	BAZ2A		44781.2	49102.2	51658.9	50588.3	54741	41124.3	42283.9	53151.7	51186.6	50239.8	44048.6	52498.4	44198.5	49537.7	48929.6	54098	62363	65613.8	62971.3	64302.7
Q9UIG0	BAZ1B_HUMAN	BAZ1B		196798	195371	182536	189250	187089	171065	191131	184982	192792	199797	202996	183189	174273	162364	189072	230526	261636	302361	292873	278566
Q9UII2	ATIF1_HUMAN	ATP5IF1		117640	90746.5	208359	192994	183612	411491	223242	225305	159127	196226	148871	129368	195980	287949	205206	362020	345926	259146	274092	215850
Q9UII4	HERC5_HUMAN	HERC5		10685.8	8259.04	11594.1	8750.08	8654.33	5066.34	11754.4	11157.4	15006.1	9333.83	11279.9	10330.2			9766.4	6766.63	6799.69	8283.26	10634.5	8445.3
Q9UIJ5	ZDHC2_HUMAN	ZDHHC2		29165.9	13854.4	27654.5	32381.4	36138.2	16614.9		33680.4	17024.6	28080.5	23984.5	23881.4	39200.7	24249.1	35732					25906.3
Q9UIJ7	KAD3_HUMAN	AK3		282591	336504	366132	299711	377364	335225	310156	267457	316269	307868	296666	306109	378946	299394	314817	445578	305376	311675	313919	411686
Q9UIL8	PHF11_HUMAN	PHF11		11123.8	14144	10135.6	8616.2	12838.2		7553.35	4751.08		6769.35	13796	16183.4	3302.54	11193.4		11232.5	9832.08	14859.4	13501.9	12814.1
Q9UIM3	FKBPL_HUMAN	FKBPL		47568.9	20721.3	32820.7	56406	28476.9	48444.8	33639	34787	25742.4	34301.1	34369.4	66112.6	40564.1	48714.5	22119.6	25092.9	29844.2	25851.7	31081.1	27806.1
Q9UIQ6	LCAP_HUMAN	LNPEP		201313	180688	181603	194016	176197	194001	206744	173720	176132	186175	179378	191912	168077	186064	163020	219002	249750	288195	229825	264545
Q9UIS9	MBD1_HUMAN	MBD1		72367.3	76814.8	88083.2	117937	87060.2	122353	101688	70412.3	65560.8	76292.3	62554.2	83659.1	149504	83356.6	59460.5	84229	74514.6	92804	176683	143392
Q9UIV1	CNOT7_HUMAN	CNOT7		101568	91924.6	86089.2	83613.4	93544	116421	92818	108379	91328.2	92299.6	90991.1	101435	89106.6	79635.2	88650.8	71610.5	102219	98272.5	68326.8	89893
Q9UIW2	PLXA1_HUMAN	PLXNA1		21150.9	20275.7	16382.9	20579.1	20791.5	12180.5	18268.8	19518.1	17221.1	19799	20746.3	24168.2	17517	9680.26	26021	17793.5	14648.3	21005.4	18296.4	23047.4
Q9UJ14	GGT7_HUMAN	GGT7		7770.11		14996.8				6730.61			9782.81	7454.06			18021.8	18535.8		12327.6	9928.74	15809.9	8987.02
Q9UJ41	RABX5_HUMAN	RABGEF1		41593.3	34686.3	38244.2	38591.2	40605.3	41998.9	40444.8	39820.3	36217.2	39835.8	34579.1	43498	39609.6	42982.8	36177.1	30750.3	34082.3	40502.4	30881.1	33684.2
Q9UJ68	MSRA_HUMAN	MSRA		363485	223825	316190	339980	386439	282622	268813	313632	261769	295588	269209	298457	341487	292948	308075	212404	147243	198528	241075	339024
Q9UJ70	NAGK_HUMAN	NAGK		103889	103058	104139	113632	107072	98989.1	98288.9	108564	99212.4	101118	113275	94261.2	102683	100199	94958	91412.9	81193.9	97455.2	101424	103174
Q9UJ72	ANX10_HUMAN	ANXA10									36465			63614.9				23727.8		24289.3			
Q9UJ83	HACL1_HUMAN	HACL1		66363.8	48600.7	55904.3	83969	54530.8	77293.1	77645.5	56713.3	66355.5	86321	48972.9	68338.9	69609.7	89206.3	49389.6	106637	111519	93413.9	105586	84254.3
Q9UJA5	TRM6_HUMAN	TRMT6		64206.9	65947.5	65643.8	82318.3	85453.5	53741.4	55680.2	71321.8	61899.5	59854.7	71082.8	72743.8	76809.2	48968.6	70446.2	37163.9	45730.5	41529.4	47803.4	66804.5
Q9UJD0	RIMS3_HUMAN	RIMS3		105813	95347.2	97611.6	129995	85486.9	144573	130614	107231	107436	106274	107509	120082	124883	118494	77374.2	138773	121160	92960.8	104105	95763
Q9UJF2	NGAP_HUMAN	RASAL2		130202	134548	138200	148821	144044	119184	116522	120426	114217	119317	127650	137756	143459	135232	130490	102349	100247	98678	103488	101905
Q9UJJ7	RUSD1_HUMAN	RPUSD1		30953.8	30296.2	25695.3	25391.2	26487.4	20908.9	20602.3	22021.3	22157.9	23929.5	29462.5	25009	26708.5	15830.6	23490.3	22742.3	22980.7	20849	23162.2	20395.6
Q9UJJ9	GNPTG_HUMAN	GNPTG		78473.1	66532.3	53765.8	62722.5	79625.5	99150.1	71368	93841.6	54326	54843.5	82983.6	65673.1	71698.2	55121.7	83658.3	84771.2	98713.6	77763.9	87994	83824.4
